wals_code	name	family	features
hay	Hayu	Sino-Tibetan	vowel_nasalization=2 Contrast absent|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|number_of_genders=1 None|sex-based_and_non-sex-based_gender_systems=1 No gender|systems_of_gender_assignment=1 No gender|coding_of_nominal_plurality=2 Plural suffix|the_associative_plural=1 Associative same as additive plural|indefinite_pronouns=1 Interrogative-based|position_of_case_affixes=6 Postpositional clitics|position_of_pronominal_possessive_affixes=2 Possessive suffixes|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|the_morphological_imperative=1 Second singular and second plural|the_prohibitive=2 Normal imperative + special negative|imperative-hortative_systems=4 Neither type of system|the_optative=2 Inflectional optative absent|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 SV|order_of_object_and_verb=1 OV|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_genitive_and_noun=1 Genitive-Noun|order_of_adjective_and_noun=1 Adjective-Noun|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_numeral_and_noun=1 Numeral-Noun|order_of_relative_clause_and_noun=2 Relative clause-Noun|order_of_degree_word_and_adjective=1 Degree word-Adjective|position_of_polar_question_particles=6 No question particle|order_of_adverbial_subordinator_and_clause=4 Subordinating suffix|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 OV and Postpositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=1 OV and RelN|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=1 OV and AdjN|expression_of_pronominal_subjects=2 Subject affixes on verb|ditransitive_constructions:_the_verb_'give'=1 Indirect-object construction|negative_morphemes=2 Negative particle|polar_questions=2 Interrogative verb morphology|postverbal_negative_morphemes=4 None|prenominal_relative_clauses=1 Relative clause-Noun (RelN) dominant|negsov_order=4 No NegSOV|sovneg_order=11 NoSOVNeg|position_of_negative_word_with_respect_to_subject,_object,_and_verb=7 SONegV|sonegv_order=1 Word&NoDoubleNeg|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|preverbal_negative_morphemes=1 NegV|order_of_negative_morpheme_and_verb=1 NegV|snegov_order=4 No SNegOV|the_position_of_negative_morphemes_in_sov_languages=3 SONegV|minor_morphological_means_of_signaling_negation=4 None
htc	Huastec	Mayan	consonant_inventories=3 Average|vowel_quality_inventories=2 Average (5-6)|consonant-vowel_ratio=3 Average|voicing_in_plosives_and_fricatives=1 No voicing contrast|voicing_and_gaps_in_plosive_systems=1 Other|uvular_consonants=1 None|glottalized_consonants=2 Ejectives only|lateral_consonants=2 /l/, no obstruent laterals|front_rounded_vowels=1 None|syllable_structure=2 Moderately complex|tone=1 No tones|fixed_stress_locations=1 No fixed stress|weight-sensitive_stress=5 Unbounded: Stress can be anywhere|weight_factors_in_weight-sensitive_stress_systems=2 Long vowel|rhythm_types=5 No rhythmic stress|absence_of_common_consonants=1 All present|presence_of_uncommon_consonants=5 'Th' sounds|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|reduplication=1 Productive full and partial reduplication|coding_of_nominal_plurality=2 Plural suffix|definite_articles=1 Definite word distinct from demonstrative|indefinite_articles=2 Indefinite word same as 'one'|indefinite_pronouns=1 Interrogative-based|position_of_case_affixes=9 No case affixes or adpositional clitics|position_of_tense-aspect_affixes=5 No tense-aspect inflection|order_of_subject,_object_and_verb=2 SVO|order_of_subject_and_verb=2 VS|order_of_object_and_verb=2 VO|order_of_object,_oblique,_and_verb=1 VOX|order_of_adposition_and_noun_phrase=2 Prepositions|order_of_genitive_and_noun=2 Noun-Genitive|order_of_adjective_and_noun=1 Adjective-Noun|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_numeral_and_noun=1 Numeral-Noun|order_of_relative_clause_and_noun=1 Noun-Relative clause|order_of_degree_word_and_adjective=1 Degree word-Adjective|position_of_polar_question_particles=6 No question particle|position_of_interrogative_phrases_in_content_questions=1 Initial interrogative phrase|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 VO and NRel|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=3 VO and AdjN|negative_morphemes=2 Negative particle|polar_questions=6 Interrogative intonation only|hand_and_arm=2 Different|finger_and_hand=2 Different|number_of_non-derived_basic_colour_categories=5 5|number_of_basic_colour_categories=3 6-6.5|green_and_blue=2 Green/blue|red_and_yellow=1 Red vs. yellow|postverbal_negative_morphemes=4 None|postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|svnego_order=7 No SVNegO|position_of_negative_word_with_respect_to_subject,_object,_and_verb=2 SNegVO|snegvo_order=1 Word&NoDoubleNeg|svoneg_order=4 No SVONeg|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|the_position_of_negative_morphemes_in_svo_languages=2 SNegVO|preverbal_negative_morphemes=1 NegV|order_of_negative_morpheme_and_verb=1 NegV|negsvo_order=4 No NegSVO|minor_morphological_means_of_signaling_negation=4 None
itz	Itzaj	Mayan	reduplication=1 Productive full and partial reduplication|occurrence_of_nominal_plurality=4 All nouns, always optional|indefinite_pronouns=1 Interrogative-based|nominal_and_verbal_conjunction=2 Differentiation|semantic_distinctions_of_evidentiality=2 Indirect only|coding_of_evidentiality=4 Separate particle|ditransitive_constructions:_the_verb_'give'=2 Double-object construction|negative_indefinite_pronouns_and_predicate_negation=2 No predicate negation|'want'_complement_subjects=2 Subject is expressed overtly|purpose_clauses=2 Balanced/deranked|'when'_clauses=2 Balanced/deranked|utterance_complement_clauses=3 Deranked|hand_and_arm=2 Different|finger_and_hand=2 Different
ixi	Ixil	Mayan	the_velar_nasal=3 No velar nasal|ordinal_numerals=6 First, two-th, three-th|position_of_pronominal_possessive_affixes=1 Possessive prefixes|position_of_tense-aspect_affixes=1 Tense-aspect prefixes|order_of_subject,_object_and_verb=3 VSO|order_of_subject_and_verb=2 VS|order_of_object_and_verb=2 VO|order_of_object,_oblique,_and_verb=1 VOX|order_of_adposition_and_noun_phrase=2 Prepositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|hand_and_arm=1 Identical|finger_and_hand=2 Different
jak	Jakaltek	Mayan	consonant_inventories=4 Moderately large|vowel_quality_inventories=2 Average (5-6)|consonant-vowel_ratio=4 Moderately high|voicing_in_plosives_and_fricatives=1 No voicing contrast|voicing_and_gaps_in_plosive_systems=1 Other|uvular_consonants=4 Uvular stops and continuants|glottalized_consonants=2 Ejectives only|lateral_consonants=2 /l/, no obstruent laterals|the_velar_nasal=3 No velar nasal|vowel_nasalization=2 Contrast absent|front_rounded_vowels=1 None|syllable_structure=2 Moderately complex|tone=1 No tones|fixed_stress_locations=2 Initial|weight-sensitive_stress=8 Fixed stress (no weight-sensitivity)|weight_factors_in_weight-sensitive_stress_systems=1 No weight|absence_of_common_consonants=1 All present|presence_of_uncommon_consonants=1 None|fusion_of_selected_inflectional_formatives=1 Exclusively concatenative|exponence_of_selected_inflectional_formatives=5 No case|inflectional_synthesis_of_the_verb=3 4-5 categories per word|locus_of_marking_in_the_clause=1 Head marking|locus_of_marking_in_possessive_noun_phrases=1 Head marking|locus_of_marking:_whole-language_typology=1 Head-marking|prefixing_vs._suffixing_in_inflectional_morphology=6 Strong prefixing|reduplication=1 Productive full and partial reduplication|case_syncretism=1 No case marking|syncretism_in_verbal_person/number_marking=3 Not syncretic|coding_of_nominal_plurality=7 Plural word|occurrence_of_nominal_plurality=4 All nouns, always optional|plurality_in_independent_personal_pronouns=3 Person-number affixes|definite_articles=4 No definite, but indefinite article|indefinite_articles=2 Indefinite word same as 'one'|inclusive/exclusive_distinction_in_independent_pronouns=3 No inclusive/exclusive|inclusive/exclusive_distinction_in_verbal_inflection=3 No inclusive/exclusive|distance_contrasts_in_demonstratives=2 Two-way contrast|third_person_pronouns_and_demonstratives=1 Unrelated|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|politeness_distinctions_in_pronouns=1 No politeness distinction|indefinite_pronouns=1 Interrogative-based|person_marking_on_adpositions=4 Pronouns and nouns|number_of_cases=1 No morphological case-marking|asymmetrical_case-marking=1 No case-marking|position_of_case_affixes=9 No case affixes or adpositional clitics|comitatives_and_instrumentals=2 Differentiation|ordinal_numerals=5 First/one-th, two-th, three-th|numeral_classifiers=3 Obligatory|position_of_pronominal_possessive_affixes=1 Possessive prefixes|obligatory_possessive_inflection=2 Absent|possessive_classification=1 No possessive classification|noun_phrase_conjunction=2 'And' identical to 'with'|nominal_and_verbal_conjunction=2 Differentiation|perfective/imperfective_aspect=1 Grammatical marking|the_past_tense=4 No past tense|the_future_tense=2 No inflectional future|the_perfect=4 No perfect|position_of_tense-aspect_affixes=4 Mixed type|the_morphological_imperative=1 Second singular and second plural|the_prohibitive=3 Special imperative + normal negative|imperative-hortative_systems=1 Maximal system|the_optative=2 Inflectional optative absent|situational_possibility=1 Affixes on verbs|epistemic_possibility=3 Other|overlap_between_situational_and_epistemic_modal_marking=2 Overlap for either possibility or necessity|semantic_distinctions_of_evidentiality=2 Indirect only|coding_of_evidentiality=4 Separate particle|suppletion_according_to_tense_and_aspect=4 None|verbal_number_and_suppletion=1 None|order_of_subject,_object_and_verb=3 VSO|order_of_subject_and_verb=2 VS|order_of_object_and_verb=2 VO|order_of_adposition_and_noun_phrase=2 Prepositions|order_of_genitive_and_noun=2 Noun-Genitive|order_of_adjective_and_noun=1 Adjective-Noun|order_of_demonstrative_and_noun=2 Noun-Demonstrative|order_of_numeral_and_noun=1 Numeral-Noun|order_of_relative_clause_and_noun=1 Noun-Relative clause|order_of_degree_word_and_adjective=1 Degree word-Adjective|position_of_polar_question_particles=6 No question particle|position_of_interrogative_phrases_in_content_questions=1 Initial interrogative phrase|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 VO and NRel|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=3 VO and AdjN|alignment_of_case_marking_of_full_noun_phrases=1 Neutral|alignment_of_case_marking_of_pronouns=1 Neutral|alignment_of_verbal_person_marking=3 Ergative|expression_of_pronominal_subjects=6 Mixed|verbal_person_marking=5 Both the A and P arguments|third_person_zero_of_verbal_person_marking=4 Zero in all 3sg forms|order_of_person_markers_on_the_verb=3 P precedes A|ditransitive_constructions:_the_verb_'give'=1 Indirect-object construction|reciprocal_constructions=4 Identical to reflexive|passive_constructions=1 Present|antipassive_constructions=1 Implicit patient|applicative_constructions=6 Non-benefactive object; only transitive|periphrastic_causative_constructions=3 Both|nonperiphrastic_causative_constructions=2 Morphological but no compound|negative_morphemes=2 Negative particle|symmetric_and_asymmetric_standard_negation=3 Both|subtypes_of_asymmetric_standard_negation=2 A/NonReal|polar_questions=6 Interrogative intonation only|predicative_adjectives=1 Verbal encoding|nominal_and_locational_predication=1 Different|zero_copula_for_predicate_nominals=1 Impossible|comparative_constructions=1 Locational|relativization_on_subjects=4 Gap|relativization_on_obliques=4 Gap|'want'_complement_subjects=2 Subject is expressed overtly|utterance_complement_clauses=1 Balanced|hand_and_arm=1 Identical|finger_and_hand=2 Different|numeral_bases=2 Hybrid vigesimal-decimal|m-t_pronouns=1 No M-T pronouns|n-m_pronouns=1 No N-M pronouns|postverbal_negative_morphemes=4 None|postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|verb-initial_with_clause-final_negative=4 No clause-final neg|position_of_negative_word_with_respect_to_subject,_object,_and_verb=9 NegVSO|verb-initial_with_preverbal_negative=1 Separate word, no double negation	Word&NoDoubleNeg|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|preverbal_negative_morphemes=1 NegV|order_of_negative_morpheme_and_verb=1 NegV|verb-initial_with_negative_that_is_immediately_postverbal_or_between_subject_and_object=6 None|the_position_of_negative_morphemes_in_verb-initial_languages=1 NegVSO|minor_morphological_means_of_signaling_negation=4 None|m_in_second_person_singular=1 No m in second person singular|m_in_first_person_singular=1 No m in first person singular|other_roles_of_applied_objects=5 No applicative construction|zero_marking_of_a_and_p_arguments=2 Non-zero marking|exponence_of_tense-aspect-mood_inflection=1 monoexponential TAM|productivity_of_the_antipassive_construction=4 no antipassive|number_of_possessive_nouns=1 None reported|suppletion_in_imperatives_and_hortatives=5 None (= no suppletive imperatives reported in the reference material)
jlu	Luwo	Eastern Sudanic	coding_of_nominal_plurality=2 Plural suffix|position_of_pronominal_possessive_affixes=2 Possessive suffixes|order_of_adposition_and_noun_phrase=2 Prepositions|order_of_genitive_and_noun=2 Noun-Genitive|order_of_adjective_and_noun=2 Noun-Adjective|postverbal_negative_morphemes=4 None|preverbal_negative_morphemes=1 NegV|order_of_negative_morpheme_and_verb=1 NegV|minor_morphological_means_of_signaling_negation=4 None
kek	K'ekchí	Mayan	consonant_inventories=3 Average|vowel_quality_inventories=2 Average (5-6)|consonant-vowel_ratio=3 Average|voicing_in_plosives_and_fricatives=1 No voicing contrast|voicing_and_gaps_in_plosive_systems=1 Other|uvular_consonants=1 None|glottalized_consonants=5 Ejectives and implosives|lateral_consonants=2 /l/, no obstruent laterals|front_rounded_vowels=1 None|absence_of_common_consonants=1 All present|presence_of_uncommon_consonants=1 None|ordinal_numerals=6 First, two-th, three-th|imperative-hortative_systems=4 Neither type of system|hand_and_arm=1 Identical|finger_and_hand=2 Different
kgu	Kalkatungu	Pama-Nyungan	consonant_inventories=3 Average|vowel_quality_inventories=1 Small (2-4)|consonant-vowel_ratio=5 High|voicing_in_plosives_and_fricatives=1 No voicing contrast|voicing_and_gaps_in_plosive_systems=1 Other|uvular_consonants=1 None|glottalized_consonants=1 No glottalized consonants|lateral_consonants=2 /l/, no obstruent laterals|front_rounded_vowels=1 None|syllable_structure=2 Moderately complex|tone=1 No tones|fixed_stress_locations=2 Initial|weight-sensitive_stress=8 Fixed stress (no weight-sensitivity)|weight_factors_in_weight-sensitive_stress_systems=1 No weight|rhythm_types=1 Trochaic|absence_of_common_consonants=3 No fricatives|presence_of_uncommon_consonants=1 None|occurrence_of_nominal_plurality=6 All nouns, always obligatory|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|indefinite_pronouns=1 Interrogative-based|person_marking_on_adpositions=1 No adpositions|position_of_case_affixes=1 Case suffixes|nominal_and_verbal_conjunction=1 Identity|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 SV|order_of_object_and_verb=1 OV|order_of_genitive_and_noun=1 Genitive-Noun|order_of_adjective_and_noun=2 Noun-Adjective|order_of_numeral_and_noun=2 Noun-Numeral|position_of_interrogative_phrases_in_content_questions=1 Initial interrogative phrase|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=2 OV and NAdj|alignment_of_verbal_person_marking=2 Accusative|verbal_person_marking=4 A or P argument|third_person_zero_of_verbal_person_marking=4 Zero in all 3sg forms|order_of_person_markers_on_the_verb=1 A and P do not or do not both occur on the verb|ditransitive_constructions:_the_verb_'give'=4 Mixed|passive_constructions=2 Absent|nonperiphrastic_causative_constructions=2 Morphological but no compound|predicative_adjectives=2 Nonverbal encoding|nominal_and_locational_predication=1 Different|zero_copula_for_predicate_nominals=2 Possible|'want'_complement_subjects=4 Desiderative verbal affix|inclusive/exclusive_forms_in_pama-nyungan=1 No inclusive/exclusive opposition
khg	Khaling	Sino-Tibetan	the_velar_nasal=1 Initial velar nasal|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|coding_of_nominal_plurality=2 Plural suffix|definite_articles=5 No definite or indefinite article|indefinite_articles=5 No definite or indefinite article|position_of_case_affixes=1 Case suffixes|position_of_pronominal_possessive_affixes=1 Possessive prefixes|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 SV|order_of_object_and_verb=1 OV|order_of_genitive_and_noun=1 Genitive-Noun|order_of_adjective_and_noun=1 Adjective-Noun|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_numeral_and_noun=1 Numeral-Noun|order_of_relative_clause_and_noun=2 Relative clause-Noun|order_of_degree_word_and_adjective=1 Degree word-Adjective|position_of_polar_question_particles=2 Final|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|order_of_adverbial_subordinator_and_clause=2 Final subordinator word|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=1 OV and RelN|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=1 OV and AdjN|negative_morphemes=1 Negative affix|polar_questions=1 Question particle|hand_and_arm=1 Identical|finger_and_hand=2 Different|postverbal_negative_morphemes=2 [V-Neg]|prenominal_relative_clauses=1 Relative clause-Noun (RelN) dominant|negsov_order=4 No NegSOV|sovneg_order=6 Suffix&OnlyWithAnotherNeg|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 MorphNeg|sonegv_order=8 No SONegV|preverbal_negative_morphemes=1 NegV|optional_double_negation=2 (Neg)VNeg|order_of_negative_morpheme_and_verb=4 [V-Neg]|optional_double_negation_in_sov_languages=6 SO[Neg-V(-Neg)]|snegov_order=4 No SNegOV|the_position_of_negative_morphemes_in_sov_languages=16 ObligDoubleNeg|minor_morphological_means_of_signaling_negation=4 None
kje	Koreguaje	Tucanoan	position_of_case_affixes=9 No case affixes or adpositional clitics|semantic_distinctions_of_evidentiality=2 Indirect only|coding_of_evidentiality=2 Verbal affix or clitic|order_of_subject,_object_and_verb=3 VSO|order_of_subject_and_verb=2 VS|order_of_object_and_verb=2 VO|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_genitive_and_noun=1 Genitive-Noun|order_of_adjective_and_noun=1 Adjective-Noun|order_of_numeral_and_noun=1 Numeral-Noun|order_of_relative_clause_and_noun=1 Noun-Relative clause|position_of_polar_question_particles=6 No question particle|position_of_interrogative_phrases_in_content_questions=1 Initial interrogative phrase|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 OV and Postpositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 VO and NRel|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=3 VO and AdjN|polar_questions=6 Interrogative intonation only|hand_and_arm=2 Different|finger_and_hand=2 Different|postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant
kjn	Kunjen	Pama-Nyungan	fixed_stress_locations=2 Initial|weight-sensitive_stress=8 Fixed stress (no weight-sensitivity)|weight_factors_in_weight-sensitive_stress_systems=1 No weight|reduplication=1 Productive full and partial reduplication|tea=2 Words derived from Min Nan Chinese te
klg	Kulung	Sino-Tibetan	the_associative_plural=1 Associative same as additive plural|position_of_case_affixes=1 Case suffixes|position_of_pronominal_possessive_affixes=1 Possessive prefixes|the_optative=1 Inflectional optative present|order_of_subject_and_verb=1 SV|order_of_object_and_verb=1 OV|order_of_genitive_and_noun=1 Genitive-Noun|order_of_adjective_and_noun=1 Adjective-Noun|order_of_relative_clause_and_noun=7 Mixed|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=1 OV and RelN|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=1 OV and AdjN|negative_morphemes=1 Negative affix|postverbal_negative_morphemes=2 [V-Neg]|prenominal_relative_clauses=2 RelN or NRel|postnominal_relative_clauses=2 NRel or RelN|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 MorphNeg|multiple_negative_constructions_in_sov_languages=26 SV & OV & [Neg-V]/[V-Neg]|preverbal_negative_morphemes=2 [Neg-V]|order_of_negative_morpheme_and_verb=11 Type 3 / Type 4|the_position_of_negative_morphemes_in_sov_languages=21 SV&OV&[V-Neg]|minor_morphological_means_of_signaling_negation=4 None
klq	Kalam	Trans-New Guinea	indefinite_pronouns=2 Generic-noun-based|position_of_case_affixes=9 No case affixes or adpositional clitics|distributive_numerals=1 No distributive numerals|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|order_of_subject_and_verb=1 SV|order_of_object_and_verb=1 OV|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_genitive_and_noun=1 Genitive-Noun|order_of_adjective_and_noun=2 Noun-Adjective|order_of_demonstrative_and_noun=2 Noun-Demonstrative|order_of_numeral_and_noun=2 Noun-Numeral|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 OV and Postpositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=2 OV and NAdj|'want'_complement_subjects=2 Subject is expressed overtly|number_of_non-derived_basic_colour_categories=7 6|number_of_basic_colour_categories=3 6-6.5|green_and_blue=2 Green/blue|red_and_yellow=1 Red vs. yellow|para-linguistic_usages_of_clicks=2 Affective meanings
kly	Kala Lagaw Ya	Pama-Nyungan	consonant_inventories=2 Moderately small|vowel_quality_inventories=2 Average (5-6)|consonant-vowel_ratio=3 Average|voicing_in_plosives_and_fricatives=4 In both plosives and fricatives|voicing_and_gaps_in_plosive_systems=2 None missing in /p t k b d g/|uvular_consonants=1 None|glottalized_consonants=1 No glottalized consonants|lateral_consonants=2 /l/, no obstruent laterals|front_rounded_vowels=1 None|syllable_structure=3 Complex|tone=1 No tones|absence_of_common_consonants=1 All present|presence_of_uncommon_consonants=1 None|number_of_cases=7 8-9 cases|asymmetrical_case-marking=5 Qualitatively asymmetrical|ditransitive_constructions:_the_verb_'give'=1 Indirect-object construction
kmh	Kham	Sino-Tibetan	prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|coding_of_nominal_plurality=2 Plural suffix|occurrence_of_nominal_plurality=6 All nouns, always obligatory|definite_articles=5 No definite or indefinite article|indefinite_articles=5 No definite or indefinite article|indefinite_pronouns=1 Interrogative-based|position_of_case_affixes=1 Case suffixes|numeral_classifiers=3 Obligatory|position_of_pronominal_possessive_affixes=1 Possessive prefixes|nominal_and_verbal_conjunction=1 Identity|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 SV|order_of_object_and_verb=1 OV|order_of_object,_oblique,_and_verb=4 OXV|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_genitive_and_noun=1 Genitive-Noun|order_of_adjective_and_noun=1 Adjective-Noun|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_numeral_and_noun=1 Numeral-Noun|order_of_relative_clause_and_noun=2 Relative clause-Noun|order_of_degree_word_and_adjective=1 Degree word-Adjective|position_of_polar_question_particles=6 No question particle|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|order_of_adverbial_subordinator_and_clause=4 Subordinating suffix|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 OV and Postpositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=1 OV and RelN|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=1 OV and AdjN|expression_of_pronominal_subjects=2 Subject affixes on verb|ditransitive_constructions:_the_verb_'give'=1 Indirect-object construction|negative_morphemes=1 Negative affix|negative_indefinite_pronouns_and_predicate_negation=1 Predicate negation also present|polar_questions=2 Interrogative verb morphology|hand_and_arm=1 Identical|finger_and_hand=2 Different|postverbal_negative_morphemes=4 None|prenominal_relative_clauses=1 Relative clause-Noun (RelN) dominant|negsov_order=4 No NegSOV|sovneg_order=11 NoSOVNeg|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 MorphNeg|sonegv_order=2 Prefix&NoDoubleNeg|preverbal_negative_morphemes=2 [Neg-V]|order_of_negative_morpheme_and_verb=3 [Neg-V]|snegov_order=4 No SNegOV|the_position_of_negative_morphemes_in_sov_languages=3 SONegV|minor_morphological_means_of_signaling_negation=4 None
